l,Business Name,AUM,First Name,Last Name,Role,Linkedin,
https://umbra.finance/swap,Umbra,"260,884.65",Gabe ,Dominocielo,Co-Founder,https://www.linkedin.com/in/dominocielo?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABz4agwBUw3Xzm6l36GBcdzN2wK1Eec--ik&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3Bff916297-60d1-4f45-9511-466afa019256,
https://umbra.finance/swap,Umbra,"260,884.65",Todd ,Master,COO ,https://www.linkedin.com/in/toddrmaster?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAByyJ4B_CAuN5D-JGsKciilWk7qEY0CCFQ&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3Bff916297-60d1-4f45-9511-466afa019256,
https://wand.fi,Wand Protocol,"260,841.43",,,,,
https://alcor.exchange,Alcor Exchange,"259,691.32",,,,,
https://filda.io/,FilDA,"258,309.31",,,,,
https://app.lynx.finance/,Lynx,"257,362.63",,,,,
https://app.blueberry.garden,Blueberry,"257,207.41",Jonathan ,Thomas,Co-Founder,https://www.linkedin.com/in/jonathandthomas1?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABzH18UBPAV2vFJ-nJnDjemi4-IxxJI7Xys&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3Ba28d2764-9e6d-422e-bde4-a39a62f3ece5,
https://gambit.financial,Gambit Financial,"254,323.68",Thomas ,Soumagne,Chief Operating Officer,https://www.linkedin.com/in/thomas-soumagne-32672961?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA0ZhI4B6WBonfVOzAVf5anj1d-BjW7Ag-I&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B5ffd2cb3-9c58-43f8-8648-9d9d659fd7fd,
https://gambit.financial,Gambit Financial,"254,323.68",Delphine ,Boufflette,CFO,https://www.linkedin.com/in/delphine-boufflette-80656b1b/,
https://app.slingshot.finance/swap/CANTO,Canto Dex,"253,391.95",,,,,
https://swap.thetatoken.org/swap/,ThetaSwap,"252,522.18",,,,,
https://shimmerbridge.org/bridge,ShimmerBridge,"252,402.10",,,,,
https://ten.finance,TEN Finance,"252,156.72",,,,,
https://spartadex.io/,SpartaDex,"252,112.49",,,,,
https://app.hyperstable.xyz/r/DEFILLAMA,Hyperstable CDP,"251,984.18",,,,,
https://www.pandaswap.xyz/#/,PandaSwap,"251,777.36",,,,,
https://xpressprotocol.com,XPress Protocol,"251,485.06",,,,,
https://suidollar.io/,SuiDollar,"250,525.16",,,,,
https://unsheth.xyz,unshETH,"249,463.39",,,,,
https://01.xyz/,1,"246,183.68",,,,,
http://www.sio2.finance,SiO2 Finance,"245,685.21",,,,,
https://cubdefi.com,Cub Finance,"245,171.51",,,,,
https://TidalDex.com,TidalDex,"245,069.84",,,,,
https://app.alita.finance,Alita Finance,"244,872.70",,,,,
https://oraidex.io,OraiDEX,"244,288.63",,,,,
https://tethys.finance,Tethys AMM,"243,899.34",George,Nikiforidis,CFO,https://www.linkedin.com/in/george-nikiforidis-2413215/,
https://namifi.app/nami-index,Nami Index,"241,214.10",David,Levy,CFO,https://www.linkedin.com/in/dlevy437/,
https://namifi.app/nami-index,Nami Index,"241,214.10",Nano ,,CFO,https://www.linkedin.com/in/%E7%B1%B3%E5%85%AD-%E7%BA%B3-93874b368/,
https://elexium.finance/,Elexium,"240,262.96",,,,,
https://kim.exchange,KIM Exchange,"240,259.35",,,,,
https://polycat.finance,Polycat,"240,231.28",,,,,
https://zivoe.com/,Zivoe,"239,442.66",Jay,Abbasi,Founder,https://www.linkedin.com/in/jay-abbasi/,
https://zivoe.com/,Zivoe,"239,442.66",Kristal,G,Founder,https://www.linkedin.com/in/kristal-gruevski/,
https://burgerswap.org/trade/swap,BurgerSwap,"239,403.28",,,,,
https://www.liquiddriver.finance,Liquid Driver,"238,357.83",,,,,
https://app.solarbeam.io/exchange/swap,Solarbeam,"237,965.06",,,,,
https://kurrency.io,Kurrency,"236,103.15",,,,,
https://leetswap.finance,LeetSwap,"233,925.76",,,,,
https://molten.finance/,Molten,"233,679.80",,,,,
https://swap.assetchain.org,Asset Chain Swap,"231,493.75",Ugochukwu,Aronu,Co-Founder,https://www.linkedin.com/in/ugochukwu-aronu-4477a59b/,
https://swap.assetchain.org,Asset Chain Swap,"231,493.75",Emmanuel,On,Co-Founder,https://www.linkedin.com/in/emmanuel-okoro-9163b480/,
https://tonco.io,TONCO,"230,599.23",,,,,
https://sailfish.finance,SailFish Finance,"230,570.07",,,,,
https://app.voltage.finance/,Voltage V4,"230,514.56",,,,,
https://obsidian.finance,Obsidian,"229,920.35",,,,,
https://horizonprotocol.com/,Horizon Protocol,"229,480.35",,,,,
https://minterest.com,Minterest,"229,466.53",Kyn,Chaturvedi,CEO,https://www.linkedin.com/in/kynchaturvedi/,
https://minterest.com,Minterest,"229,466.53",Jamie,Gilbertson,COO,https://www.linkedin.com/in/jamesgilbertson2024/,
https://o2.app,O2 Exchange,"228,479.55",,,,,
https://omni.exchange,Omni Exchange,"227,952.04",,,,,
https://www.ixs.finance/,IXS,"226,000.65",Asaf,Yosifov,Co-Founder,https://www.linkedin.com/in/asaf-yosifov-3767b951/,
https://www.ixs.finance/,IXS,"226,000.65",Nishtha,Pandey,Partner,https://www.linkedin.com/in/nishtha-pandey-71b906105/,
https://fungify.it/,Fungify,"224,763.96",,,,,
https://www.rangeprotocol.com,Skate Fi,"223,725.39",,,,,
https://tbill.io,ThetaCash,"222,752.64",MAXIMILIAN,PRINCEWILL,Owner,https://www.linkedin.com/in/gworldbllc/,
https://swap.coffee/dex,swap.coffee,"222,513.13",Michele,Inetovsky,CEO,https://www.linkedin.com/in/inetovsky/,
https://swap.coffee/dex,swap.coffee,"222,513.13",Alex,L,COO,https://www.linkedin.com/in/aleksey100/,
https://www.k9finance.com,K9 Finance DAO,"222,395.03",,,,,
https://swap.crodex.app,Crodex,"222,368.87",,,,,
https://www.uniwhale.co,Uniwhale,"222,273.65",,,,,
https://fortunafi.com/,Fortunafi,"221,821.20",Nicholas,Garcia,Founder,https://www.linkedin.com/in/ngarcia3/,
https://chewyswap.dog,ChewySwap,"221,552.33",,,,,
https://rootfinance.xyz/,Root Finance,"221,521.98",,,,,
https://gravityfinance.io/,Gravity Finance,"221,439.72",,,,,
https://wasabix.finance/#/app,Wasabix,"221,095.32",Lim,Hao,Founder,https://www.linkedin.com/in/jjinghao/,
https://www.dopex.io,Stryke CLAMM,"220,914.27",,,,,
https://impossible.finance,Impossible Finance,"220,300.64",,,,,
https://app.energiswap.exchange/#/swap,Energiswap,"220,075.77",,,,,
https://okiedokie.fun/,OkieSwap,"219,269.36",,,,,
https://www.enclabs.finance/,Enclabs,"219,045.17",,,,,
https://www.alphaarcade.com/,Alpha Arcade,"218,095.74",,,,,
https://somnia.exchange/,Somnia Exchange,"217,693.97",,,,,
https://www.gliquid.xyz/swap,Gliquid,"216,918.99",,,,,
https://metalswap.finance,MetalSwap,"216,699.58",,,,,
https://www.g8.xyz,g8keep,"214,685.09",Stephen,P.,Co-Founder,https://www.linkedin.com/in/spleo/,
https://app.quill.finance/,Quill Finance,"214,341.70",Paulo,Gouveia,Co-Founder,https://www.linkedin.com/in/paulogouveiaeth/,
https://killswitch.finance,KillSwitch,"213,793.00",Weeraphat,Jungsomjatepaisal,COO,https://www.linkedin.com/in/weeraphat-jungsomjatepaisal/,
https://killswitch.finance,KillSwitch,"213,793.00",Mr.Chanon,Yaklai,CEO,https://www.linkedin.com/in/chanonyak/,
https://mosaic.ag,Mosaic AMM,"213,723.42",Clint,Gould,Co-Owner,https://www.linkedin.com/in/clint-gould-41831140/,
https://mosaic.ag,Mosaic AMM,"213,723.42",Maksim,Mostovoi,Co-Founder,https://www.linkedin.com/in/maksim-mostovoi-642362176/,
https://app.kriya.finance/spot/liquidity,Kriya CLMM,"213,558.17",,,,,
https://www.starkdefi.com,StarkDeFI,"212,836.70",,,,,
https://percent.com/,Percent Finance,"210,076.02",Nelson,Chu,Founder,https://www.linkedin.com/in/nelson-chu/,
https://percent.com/,Percent Finance,"210,076.02",Prath,Reddy,CEO,https://www.linkedin.com/in/prath/,
https://alkemi.network,Alkemi,"209,857.40",,,,,
https://udonfi.xyz/,UdonFi,"209,342.86",,,,,
https://layer2.finance,Layer2 Finance,"209,289.09",,,,,
https://voltswap.finance,VoltSwap,"208,765.14",,,,,
https://winnieswap.com,WinnieSwap,"208,765.12",,,,,
https://trade.swych.finance/,Swych Perpetual,"208,632.23",,,,,
https://reddex.io,reddex,"207,328.17",,,,,
https://x2y2.io,X2Y2,"206,387.09",,,,,
https://granary.finance/,Granary Finance,"204,670.24",,,,,
https://indexed.finance/,Indexed Finance,"204,578.52",,,,,
https://doubler.pro/#/home,Doubler,"203,897.50",,,,,
https://app.8lends.io,8lends,"203,875.49",,,,,
https://amphor.io,Amphor,"202,332.53",,,,,
https://syno.finance/,SYNO Finance,"202,284.32",,,,,
https://www.ebtc.finance/,eBTC Protocol,"201,936.56",,,,,
https://lsp.finance,LSP.Finance,"201,580.08",Ludwig,Spiesser,Partner,https://www.linkedin.com/in/ludwig-spiesser-9b4324143/,
https://www.usepicnic.com,Picnic,"200,470.04",Joao,Ferreira,CEO,https://www.linkedin.com/in/joaoavf/,
https://www.usepicnic.com,Picnic,"200,470.04",Pedro,Brandao,Co-Founder,https://www.linkedin.com/in/pgbrandao/,
https://app.electroswap.io/swap,ElectroSwap,"199,542.91",,,,,
https://dyson.finance/,Dyson Finance,"199,260.37",,,,,
https://excellion.finance/,Excellion Finance,"199,036.32",Alexander,Rubin,CEO,https://www.linkedin.com/in/alexander-rubin-ceo/,
https://excellion.finance/,Excellion Finance,"199,036.32",Konstantin,Penkovskiy,Co-Founder,https://www.linkedin.com/in/konstantin-penkovskiy-487b22247/,
https://metropolis.exchange,Metropolis DLMM,"198,681.96",,,,,
https://www.cook.finance,Cook Finance,"198,539.68",,,,,
https://ifpool.io,IFPool,"195,977.16",,,,,
https://ociswap.com/,Ociswap Precision,"195,843.97",Lukas,Steffen,Co-Founder,https://www.linkedin.com/in/lukas-steffen/,
https://sharky.fi,Sharky,"195,360.30",Rea,Loretta,Co-Founder,https://www.linkedin.com/in/rea-loretta/,
https://sharky.fi,Sharky,"195,360.30",Anton,Vynogradenko,CEO,https://www.linkedin.com/in/restuta/,
https://zenlink.pro,Zenlink AMM,"194,959.20",,,,,
https://kuswap.finance,KuSwap,"193,999.77",,,,,
https://nested.fi,Nested,"193,181.29",Nested,Wallet,Owner,https://www.linkedin.com/in/nested-27001031b/,
https://infusion.finance,Infusion,"193,023.12",,,,,
https://pstake.finance,pSTAKE LSD,"192,828.20",,,,,
https://deq.fi,Deq,"192,722.01",,,,,
https://www.nuri.exchange,Nuri CL,"192,423.41",,,,,
https://suterusu.io,Suterusu,"191,946.89",,,,,
https://ape.store/,Ape.Store,"191,464.51",,,,,
https://www.opium.network/,Opium,"187,416.27",Andrey,Belyakov,Founder,https://www.linkedin.com/in/andrey-belyakov/,
https://www.opium.network/,Opium,"187,416.27",Ali,Nuraldin,Co-Founder,https://www.linkedin.com/in/ali-nuraldin-1aa50676/,
https://swapx.exchange/en,SwapX Xone Chain,"186,401.65",,,,,
https://mantissa.finance,MantisSwap,"186,378.15",,,,,
https://amanadefi.com/,Amana,"185,748.56",,,,,
https://goatswap.fi/,GoatSwap,"185,296.16",,,,,
https://ionex.trade,Ionex,"185,113.35",,,,,
https://ostable.org,Ostable,"183,828.14",,,,,
https://eggs.finance/,Eggs Finance,"183,368.56",,,,,
https://basic.loans/,Basic,"182,985.31",,,,,
https://kogefarm.io,Kogefarm,"182,941.54",,,,,
https://atlantisdex.xyz/,Atlantis DEX,"182,792.37",,,,,
https://www.frigg.eco/,Frigg.eco,"182,532.15",Paal,Brantzeg,CEO,https://www.linkedin.com/in/paal-a-brantzeg-a671933/,
https://www.frigg.eco/,Frigg.eco,"182,532.15",Philip,Berntsen,Founder,https://www.linkedin.com/in/philip-berntsen-a97b9733/,
https://www.haiko.xyz/,Haiko,"182,359.95",,,,,
https://www.246club.xyz/,246Club,"181,921.72",,,,,
https://savvydefi.io,Savvy,"181,423.81",,,,,
https://nusa.io/,Nusa,"181,210.04",,,,,
https://zkbase.org/,ZKSwap,"180,648.28",,,,,
https://treasure.lol,Treasure Bridge,"180,414.10",,,,,
https://agentfi.io/,AgentFi,"179,964.13",,,,,
https://autoshark.finance,AutoShark,"179,179.44",Chuck,Davis,CEO,https://www.linkedin.com/in/chuck-davis-6b0aa5188/,
https://sithswap.com,SithSwap,"178,616.11",,,,,
https://www.taigaprotocol.io,Taiga Acala,"178,093.69",,,,,
https://www.econialabs.com,Econia,"177,215.82",,,,,
https://www.mummy.finance,Mummy Finance,"175,277.97",,,,,
https://www.bridgemutual.io,Bridge Mutual,"174,079.13",,,,,
https://arbera.io/,Arbera,"174,034.97",,,,,
https://app.particle.trade/,Particle LAMM,"173,669.56",,,,,
https://para.space,ParaSpace Lending,"172,694.90",Yubo,Ruan,Founder,https://www.linkedin.com/in/yubo-ruan/,
https://www.kalax.io/,Kalax,"172,346.93",,,,,
https://www.bitgenie.io/swap,BitGenie AMM,"172,021.81",,,,,
https://realperp.com,Realperp,"171,285.84",,,,,
https://www.spicefi.xyz,Spice Finance,"171,098.85",Dylan,Vu,Co-Founder,https://www.linkedin.com/in/dylanduyvu/,
https://varen.fi/,Varen,"170,376.02",,,,,
https://kord.fi/,KordFi,"170,247.78",,,,,
https://valueliquid.io/#/swap,Value Liquid,"169,667.78",,,,,
https://dapp.multichainz.com/,MultichainZ,"169,371.26",Sash,Jeetun,CEO,https://www.linkedin.com/in/jeetunsash/,
https://dapp.multichainz.com/,MultichainZ,"169,371.26",Aanchal,..,COO,https://www.linkedin.com/in/aanchal-33082218/,
https://www.hotbit.io,Hotbit,"169,083.65",,,,,
https://domani.finance/,Domani Protocol,"168,358.11",Nicola,Lanteri,CEO,https://www.linkedin.com/in/nicola-lanteri/,
https://domani.finance/,Domani Protocol,"168,358.11",Nicola,Dalmazzo,Co-Founder,https://www.linkedin.com/in/nicola-dalmazzo-85a2233/,
https://www.paladin.vote,Paladin Vote,"168,257.31",Romain,Figuereo,Founder,https://www.linkedin.com/in/romain-figuereo-126a3392/,
https://multibit.exchange/,MultiBit Protocol,"168,219.61",,,,,
https://app.persistence.one,Persistence DEX,"167,777.11",Jeroen,Develter,CEO,https://www.linkedin.com/in/jeroendevelter/,
https://carmine.finance,Carmine Options,"166,784.58",Marek,Hauzr,Founder,https://www.linkedin.com/in/marek-hauzr-8016077b/,
https://carmine.finance,Carmine Options,"166,784.58",Andrej,Chepelau,Co-Founder,https://www.linkedin.com/in/andrej-chepelau/,
https://astros.ag/perp,Astros Perp,"166,081.48",,,,,
https://www.shellprotocol.io/,Shell Protocol,"165,806.31",,,,,
https://lending.friendly.market/,Friendly Market,"165,802.77",Jesse,Mann,CEO,https://www.linkedin.com/in/jesse-mann-416a53147/,
https://pluto.so/,Pluto,"165,060.30",,,,,
https://citrus.famousfoxes.com,Citrus,"164,884.45",,,,,
https://basilisk.org,Basilisk,"164,840.06",Hans,K.,Co-Founder,https://www.linkedin.com/in/hanskassier/,
https://btn.group,BtnGroup,"164,612.76",,,,,
https://lending.usdfi.com/usdlend,USDFI Lending,"164,372.83",Tommy,Tietze,COO,https://www.linkedin.com/in/tommy-tietze/,
https://fvm.hashmix.org/#/deposit,HashMix FIL,"164,350.68",,,,,
https://app.affinedefi.com/restake,Affine Restaking,"164,011.78",,,,,
https://dopple.finance/,Dopple Finance,"163,755.32",,,,,
https://ideamarket.io,Ideamarket,"163,242.49",Mike,Elias,Founder,https://www.linkedin.com/in/harmonylion/,
https://magicsquare.io/,Magic Square,"162,827.51",Benjamin,Vodovozov,Co-Founder,https://www.linkedin.com/in/benjamin-vodovozov/,
https://magicsquare.io/,Magic Square,"162,827.51",Andrew,Nayman,Co-Founder,https://www.linkedin.com/in/nayco/,
https://lendonape.com/markets,ApeBank,"162,356.19",,,,,
https://sharkswap.finance,SharkSwap DEX,"162,127.01",,,,,
https://magiceden.io,Magic Eden,"161,962.33",Jack,Lu,CEO,https://www.linkedin.com/in/jacktanlu/,
https://magiceden.io,Magic Eden,"161,962.33",Zhuoxun,Yin,COO,https://www.linkedin.com/in/zhuoxun-yin-3ba93728/,
https://palladiumlabs.org,Palladium Protocol,"161,893.15",Akshay,Sinha,Co-Founder,https://www.linkedin.com/in/sinhaakshay/,
https://palladiumlabs.org,Palladium Protocol,"161,893.15",Akash,Gaurav,CEO,https://www.linkedin.com/in/akashgaurav/,
https://gud.tech,Gud.Tech,"161,886.40",Martin,Derka,Co-Founder,https://www.linkedin.com/in/mderka/,
https://gud.tech,Gud.Tech,"161,886.40",Jan,Gorzny,Co-Founder,https://www.linkedin.com/in/jangorzny/,
https://app.divvy.bet,Divvy.Bet,"161,789.54",Carlos,Liang,CEO,https://www.linkedin.com/in/carlos-liang-38336433/,
https://ironclad.finance/,Ironclad Finance,"160,923.63",,,,,
https://stabull.finance,Stabull Finance,"160,653.13",Jason,Hartgrave,COO,https://www.linkedin.com/in/jasonhartgrave/,
https://kokonutswap.finance,Kokonut Swap,"159,572.56",,,,,
https://zks.gemswap.online/swap,GemSwap,"158,916.32",,,,,
https://duckpools.io,duckpools,"158,734.76",,,,,
https://chimpx.ai/,ChimpX AI,"157,761.76",Saurabh,Sharma,Co-Founder,https://www.linkedin.com/in/saurabh-sharma-8540a8282/,
https://chimpx.ai/,ChimpX AI,"157,761.76",Akshay,Nassa,CEO,https://www.linkedin.com/in/akshaynassa/,
https://www.insurace.io,InsurAce,"157,560.52",,,,,
https://infinitypools.finance/,InfinityPools,"157,267.36",,,,,
https://hundred.finance,Hundred Finance,"157,108.90",,,,,
https://bidask.finance/en/app,Bidask,"156,805.99",Nikita,Kinelovskiy,Co-Founder,https://www.linkedin.com/in/rends-east/,
https://jexchange.io,JEXchangeDefi,"156,758.57",,,,,
https://www.bodegamarket.io,Bodega Market,"156,110.03",Cory,Collombet,CEO,https://www.linkedin.com/in/cory-collombet-416350107/,
https://www.chickenswap.org/#/,ChickenSwap,"155,816.65",,,,,
https://www.aerostrategy.finance/,Aerostrategy,"155,549.08",,,,,
https://revest.finance,Revest Finance,"155,158.24",Rob,Montgomery,Founder,https://www.linkedin.com/in/rhmontgomery/,
https://dexlyn.com/,Dexlyn Labs,"154,594.70",,,,,
https://mev.io/,MEV Protocol,"153,031.40",,,,,
https://www.deltatrade.ai,DeltaTrade,"152,886.01",,,,,
https://www.bondlink.finance,Bondlink Finance,"151,991.52",Colin,MacNaught,CEO,https://www.linkedin.com/in/colinmacnaught/,
https://www.bondlink.finance,Bondlink Finance,"151,991.52",Carl,Query,Co-Founder,https://www.linkedin.com/in/carlquery/,
https://velocore.xyz,Velocore,"151,909.11",,,,,
https://www.degenprime.io,DegenPrime,"151,795.86",,,,,
https://dashboard.libre.org/swap,Libre Swap,"151,791.34",Jacqueline,Bower,Founder,https://www.linkedin.com/in/jacqueline-bower-722802279/,
https://www.crema.finance,Crema Finance,"151,606.98",,,,,
https://www.bmx.trade,BMX Freestyle,"150,896.31",Deez,Deez N,COO,https://www.linkedin.com/in/deez-n-1a77a1283/,
https://www.biconomy.io,Hyphen,"150,540.88",Ahmed,Balaghi,Co-Founder,https://www.linkedin.com/in/ahmedalbalaghi/,
https://www.biconomy.io,Hyphen,"150,540.88",Aniket,Jindal,Co-Founder,https://www.linkedin.com/in/aniket-jindal-23894365/,
https://omm.finance,Omm,"150,406.01",,,,,
https://gudchain.com/,Gudchain,"150,189.93",,,,,
https://www.babylon.finance,Babylon Finance,"149,993.13",,,,,
https://untangled.finance,Untangled Vault,"149,398.60",Manrui,Tang,Co-Founder,https://www.linkedin.com/in/manrui-tang-6a79aa28/,
https://untangled.finance,Untangled Vault,"149,398.60",Quan,Le,Co-Founder,https://www.linkedin.com/in/quan-le-binkabi/,
https://xave.co,Xave Finance,"148,564.92",Jun,Yong,Co-Founder,https://www.linkedin.com/in/jun-ming-yong-a12b9810b/,
https://primefi.xyz/,PrimeFi,"148,210.91",,,,,
https://laserswap.finance,LaserSwap,"146,866.63",,,,,
https://photonswap.finance,PhotonSwap Finance,"146,611.39",,,,,
https://9summits.io,9Summits,"145,977.83",,,,,
https://app.cybro.io,Cybro,"144,374.88",,,,,
https://float.capital,Float,"144,065.65",Jonathan,Clark,Co-Founder,https://www.linkedin.com/in/jonathan-clark-637344143/,
https://float.capital,Float,"144,065.65",Jason,Smythe,Co-Founder,https://www.linkedin.com/in/jason-smythe/,
https://www.hyperbloom.xyz/,HyperBloom,"143,810.66",,,,,
https://app.ostrich.exchange/explore,Ostrich,"143,357.22",,,,,
https://muffin.fi/,Muffin,"143,116.90",,,,,
https://app.hotcross.com,Hot Cross,"142,183.80",,,,,
https://swapbased.finance,SwapBased AMM,"141,849.16",,,,,
https://www.olivenetwork.xyz,Olive Network,"141,217.82",,,,,
https://www.yokaiswap.com,YokaiSwap,"140,999.90",,,,,
https://www.jpow.ai/,JPOW AI,"140,614.31",,,,,
https://app.catex.fi/,Catex,"140,247.39",,,,,
https://quicksilver.zone,Quicksilver Protocol,"138,397.56",,,,,
https://app.laraprotocol.com,Lara Protocol,"138,088.66",,,,,
https://molecular.finance/,Molecular,"137,181.02",,,,,
https://crosschainbridge.org,CrossChain Bridge,"135,909.05",,,,,
https://xai.games/,XAI Bridge,"135,869.65",John ,Shipman,Executive Director,http://www.linkedin.com/in/john-shipman-196a93,
https://cropper.finance,Cropper AMM,"135,831.41",,,,,
https://app.groveswap.io/swap,GroveCoin,"135,290.51",,,,,
https://niob.finance/,Niob Finance,"135,119.63",,,,,
https://illuminex.xyz/swap,illumineX,"134,831.10",,,,,
https://mars.poolin.fi,Mars Poolin,"133,064.90",,,,,
https://www.mindnetwork.xyz,Mind Network,"132,386.53",Christian ,Pusateri,Chief Executive Officer,https://www.linkedin.com/in/christian-pusateri,
https://www.mindnetwork.xyz,Mind Network,"132,386.53",Dennis ,Song,Co-Founder,linkedin.com/in/dennis-song-yh,
https://app.cennz.net/bridge,CENNZnet Bridge,"131,819.15",Eilish ,Thompson,Chief Executive Officer and Founder,https://www.linkedin.com/in/eilish-thompson-,
https://cvi.finance/,CVI Finance,"131,436.66",,,,,
https://www.meridianfinance.net,Meridian Lend,"130,687.37",,,,,
https://www.binaryswap.io/#/swap,Binary Swap,"129,332.91",,,,,
https://derivio.xyz,Derivio,"129,104.11",,,,,
https://archerswap.finance,ArcherSwap,"128,930.25",,,,,
https://www.wagyuswap.app,WagyuSwap,"128,389.46",,,,,
https://fusionx.finance,FusionX,"128,114.71",,,,,
https://www.unagii.com/,Unagii,"127,876.25",,,,,
https://www.surge.trade,Surge Trade,"127,311.93",,,,,
https://alphadex.io,Alphadex,"127,299.53",,,,,
https://www.verified.network/,Verified Network,"126,705.56",Kallol ,Borah,Founder,https://www.linkedin.com/in/kborah,
https://www.yamfore.com,Yamfore,"126,509.06",,,,,
https://app.aethonswap.com/,AethonSwap,"126,230.40",,,,,
https://squidswap.ink,SquidSwap,"126,174.19",,,,,
https://paintswap.io/,Paintswap on Sonic,"126,043.83",,,,,
https://carbonswap.exchange/#/swap,CarbonSwap,"125,972.20",,,,,
https://davos.xyz/,Davos Protocol,"125,740.79",,,,,
https://anetabtc.io,anetaBTC,"125,719.73",,,,,
https://cha.finance/,LuaSwap,"125,145.15",,,,,
https://dex.wynddao.com/pools,WYND DEX,"124,709.48",,,,,
https://sensi.fi/,Sensi,"124,684.30",,,,,
https://www.insuredao.fi,InsureDAO,"123,760.88",Rubio ,Kishigami,COO,https://www.linkedin.com/in/rubio-kishigami-31b029160,
https://penguinfinance.org/,Penguin Finance,"123,439.32",,,,,
https://vexchange.io/swap,Vexchange,"123,348.70",,,,,
https://www.teddyswap.org,TeddySwap,"123,256.75",,,,,
https://app.maxapy.io,maxAPY,"123,066.26",,,,,
https://nakachain.xyz/swap,Naka Dex,"121,834.86",,,,,
https://hydtprotocol.com,HYDT Protocol,"121,778.44",,,,,
https://fiatdao.com/,FIAT DAO,"121,734.18",,,,,
https://openleverage.finance,OpenLeverage,"121,727.04",,,,,
https://agave.finance,Agave,"121,585.66",,,,,
https://blum.io,Blum,"120,862.94",Gleb ,Kostarev,Co-Founder,https://www.linkedin.com/in/gleb-kostarev,
https://blum.io,Blum,"120,862.94",Vladimir ,Smerkis,Co-Founder,https://www.linkedin.com/in/smerkis,
https://ashperp.trade/,AshPerp,"120,438.91",,,,,
https://dew.finance/,DewFinance,"119,237.07",,,,,
https://ainnswap.xyz/home,AINN Swap,"119,022.11",,,,,
https://bitcow.xyz,bitCow,"118,633.02",Willy ,Villagra,Founder y Director,linkedin.com/in/willy-villagra-31a78770,
https://coin.nani.ooo,ZAMM,"118,509.68",,,,,
https://www.emojicoin.fun,Emojicoin.fun,"118,458.61",,,,,
https://lif3.com/swap,Lif3 Swap,"118,102.53",,,,,
https://aloe.capital,Aloe,"117,755.93",,,,,
https://inter.trade,Inter Protocol,"117,671.71",,,,,
https://kaiaswap.org/home,KaiaSwap,"117,534.62",,,,,
https://tankencapital.notion.site/Tanken-Capital-1841505ced0680d88c31feb5f6f83433,Tanken Capital,"117,524.03",Samuel  ,Flambard,Founder,http://www.linkedin.com/in/samuelflambard,
https://www.macaron.xyz,Macaron AMM,"117,468.31",,,,,
https://bakerfi.ai,BakerFi,"117,345.95",,,,,
https://rift.finance,Rift Finance,"115,486.96",,,,,
https://jellyverse.org/,Jellyverse,"115,282.25",,,,,
https://zipswap.fi/#/,ZipSwap,"115,193.14",Mozart ,Freitas,"CEO, Diretor",http://www.linkedin.com/in/mozart-freitas-cga-b975771a6,
https://www.steakhut.finance,SteakHut Liquidity,"114,867.29",,,,,
https://www.elix.fi/,Elix.fi,"114,368.06",,,,,
https://keikofinance.com/,Keiko Finance,"113,244.64",,,,,
https://www.alien.fi,AlienFi,"113,099.72",Thomas ,Alien,Co-Founder & Managing Partner,,
https://www.alien.fi,AlienFi,"113,099.72",Isabella ,Brooks,Chief Financial Officer (CFO) ,,
https://ufarm.digital,UFarm Digital,"112,799.43",Olga ,Tiagunova,Chief Executive Officer,https://www.linkedin.com/in/tiagunova-olga,
https://ufarm.digital,UFarm Digital,"112,799.43",Eugene ,Denisov,"Partner, Product Owner",https://www.linkedin.com/in/eugene-denisov-pmp,
https://www.gysr.io,Geyser,"111,661.13",,,,,
https://icecreamswap.com/,IcecreamSwap,"111,416.32",,,,,
https://bwpm.io,Bluewhale,"111,228.78",,,,,
https://www.stargaze.zone,Stargaze,"110,294.60",,,,,
https://www.sandclock.org,SandClock,"110,222.47",,,,,
https://barnbridge.com/,BarnBridge,"109,913.87",,,,,
https://kokoa.finance,Kokoa Finance,"109,647.68",,,,,
https://qx.qubic.org/,QX,"109,427.63",Leslie ,Kivit,Chief Operations Officer,https://www.linkedin.com/in/leslielapwingkivit,
https://app.lucidly.finance,Lucidly Finance,"108,807.53",Yashish ,Khurana,Founder,https://www.linkedin.com/in/yashish-khurana-a9b36a1a5,
https://v2.vanillaswap.org/#/swap,VanillaSwap,"108,524.52",,,,,
https://fs.bella.fi/,Bella Protocol,"108,473.68",,,,,
https://www.clip.finance/,Clip Finance,"107,017.71",,,,,
https://www.heliswap.io,HeliSwap,"106,932.68",,,,,
https://crunchy.network,Crunchy,"106,718.98",,,,,
https://conic.finance,Conic Finance,"106,531.68",,,,,
https://www.superp.xyz,Superp,"106,390.26",Michael ,Cameron,Co-Founder,https://www.linkedin.com/in/michael-cameron-337b1760,
https://www.superp.xyz,Superp,"106,390.26",Jon ,H,Chief Executive Officer,http://www.linkedin.com/in/jon-h-a930b6258,
