l,Business Name,AUM,First Name,Last Name,Role,Linkedin,Source
https://www.citycoins.co,CityCoins,"4,136,845.67",Patrick,Stanley,Founder,https://www.linkedin.com/in/patrick-stanley/,https://www.hiro.so/blog/stacker-chats-transcript-with-citycoins
https://alpha.trex.trade,Tea-REX,"4,016,717.49",,,[ANONYMOUS - Team not publicly disclosed],,https://www.rootdata.com/Projects/detail/Tea-REX
https://www.hskhodlium.xyz/,hskhodlium,"3,938,194.06",Kay,Lu,CEO HSK Eco Labs,[NOT FOUND],https://www.chaincatcher.com/en/article/2173379
https://thetanuts.finance,Thetanuts Finance,"3,925,454.79",,,[ANONYMOUS - Team of hedge fund managers and analysts],,https://thetanuts.finance/vaults
https://www.nftstrategy.fun/,TokenWorks,"3,856,521.46",Adam,Lizek,Founder (Rhynotic),[NOT FOUND],https://www.themontyreport.com/p/rhynotic
https://maxshot.ai/,MaxShot,"3,849,714.44",,,[ANONYMOUS - Autonomous AI protocol],,https://www.comp.xyz/
https://puzzleswap.org/,Puzzle Swap,"3,820,839.73",Vladimir,Zhuravlev,Founder,https://www.linkedin.com/in/vlzhr/,https://medium.com/@izhur27/what-is-puzzle-swap-1e4b4af4ed17
https://www.whaleex.com/,WhaleEx,"3,762,529.08",Charlie,Zhang,Founder & CEO,[NOT FOUND],https://www.crunchbase.com/organization/whale-exchange
https://www.ethstrat.xyz/,ETH Strategy,"3,752,337.90",,,[ANONYMOUS - Founders not disclosed],,https://www.theblock.co/post/364560/ethereum-treasury-protocol-eth-strategy-secures-46-million-in-prelaunch-raise
https://mstable.org/,mStable,"3,727,441.24",James,Simpson,Co-Founder & CEO,https://www.linkedin.com/in/jronsim/,https://defiprime.com/mstable
https://mstable.org/,mStable,"3,727,441.24",Henrik,Andersson,Co-Founder & CIO,https://au.linkedin.com/in/henrikandersson,https://www.cypherhunter.com/en/p/mstable/
https://smilee.finance/,Smilee Finance gBERA,"3,714,375.97",Mattia,D'Alessandra,Founder,https://it.linkedin.com/in/mattia-d-alessandra,https://www.crunchbase.com/person/mattia-d-alessandra
https://smilee.finance/,Smilee Finance gBERA,"3,714,375.97",Marco,De Zio,Co-Founder,https://www.linkedin.com/in/dezzeus/,https://outlierventures.io/portfolio/smilee/
https://nept.finance/,Neptune Finance,"3,659,362.35",,,[ANONYMOUS - Team not publicly disclosed],,https://nept.finance/
https://yusd.bitzap.ai/#/bitlayer/markets/btc/create,BitZap yUSD,"3,611,746.39",Kevin,He,Founder (Bitlayer),https://www.linkedin.com/in/0xkevinhe/,https://www.cbinsights.com/company/bitlayer/people
https://app.nerite.org/,Nerite,"3,604,418.36",Joseph,Schiarizzi,Founder (CupOJoseph),[NOT FOUND],https://cupojoseph.medium.com/
https://delea.finance,Delea,"3,572,603.68",,,[ANONYMOUS - Team not publicly disclosed],,https://delea-finance.gitbook.io/home
https://www.shadow.so,Shadow Exchange CLMM,"3,545,399.72",,,[ANONYMOUS - Incorporated in Panama],,https://monaquatorium.org/
https://mimo.exchange,Mimo,"3,509,676.13",Johannes,Berger,Co-Founder & CEO,https://www.linkedin.com/in/johannesberger/,https://www.crunchbase.com/person/johannes-berger
https://mimo.exchange,Mimo,"3,509,676.13",Henry,Ameseder,Co-Founder & COO,https://www.linkedin.com/in/ameseder/,https://www.crunchbase.com/person/henry-ameseder
https://reflexer.finance/,Reflexer,"3,492,344.15",Ameen,Soleimani,Co-Founder,https://www.linkedin.com/in/ameen-soleimani-97181942/,https://www.crunchbase.com/person/ameen-soleimani
https://reflexer.finance/,Reflexer,"3,492,344.15",Stefan,Ionescu,Co-Founder & CEO,https://www.linkedin.com/in/stefan-ionescu-703303183/,https://www.crunchbase.com/person/stefan-ionescu-6a8f
https://blazeswap.xyz/,BlazeSwap,"3,488,645.72",Alex,Dupre,Founder,[NOT FOUND],https://flare.network/news/blazeswap
https://flat.money,Flat Money,"3,467,403.15",Ermin,Nurovic,Co-Founder,https://www.linkedin.com/in/ermin-nurovic-8a580b125/,
https://aurora.plus/,Aurora Plus,"3,465,543.50",Claudio,Cossio,Co-Founder Meta Pool,https://www.linkedin.com/in/claudio-cossio-8b3497367/,https://blog.metapool.app/
https://aurora.plus/,Aurora Plus,"3,465,543.50",Lucio,Tato,Co-Founder Meta Pool,https://www.linkedin.com/in/lucio-tato/,https://blog.metapool.app/
https://angles.fi/stake,Angles Stake,"3,460,672.65",,,[ANONYMOUS - Community-owned protocol],,
https://nftx.org,NFTX,"3,450,752.31",Alex,Gausman,Founder & CEO,[NOT FOUND],https://www.crunchbase.com/person/alex-gausman
https://zero.network/,Zero Network,"3,373,952.39",Evgeny,Yurtaev,Co-Founder & CEO Zerion,https://www.linkedin.com/in/yurtaev/,https://www.crunchbase.com/person/evgeny-yurtaev
https://zero.network/,Zero Network,"3,373,952.39",Alexey,Bashlykov,Co-Founder & CTO Zerion,https://pt.linkedin.com/in/abashlykov,https://www.crunchbase.com/person/alexey-bashlykov
https://dapp.phiat.io/#/markets,Phiat Protocol,"3,370,864.54",,,[ANONYMOUS - Community-owned PulseChain fork],,https://ph-defi.gitbook.io/phiat-protocol
https://www.mugenfinance.com,MugenFinance,"3,354,846.66",,,[ANONYMOUS - Team not publicly disclosed],,https://www.mugenfinance.com/
https://stsui.com,AlphaFi stSUI,"3,353,547.56",,,[ANONYMOUS - Team not publicly disclosed],,https://blog.alphafi.xyz/
https://app.swappi.io,Swappi,"3,318,293.20",,,[ANONYMOUS - Conflux Foundation incubated],,https://cointelegraph.com/press-releases/swappi-launches-as-first-dex-on-conflux-espace-with-25m-tvl
https://icon.community,sICX,"3,285,726.80",Scott,Smiley,Co-Founder Balanced Protocol,https://www.linkedin.com/in/smileyscott,https://balanceddefi.medium.com/
https://sanko.xyz/bridge,Sanko Bridge,"3,274,847.15",Smoovie,Williams,Founder & CEO,[NOT FOUND],https://sankogamecorp.net/
https://staking.masternode.stratisevm.com/stake/?tab=stake,Stratis mSTRAX,"3,180,869.63",Chris,Trew,Founder & CEO,https://www.linkedin.com/in/christrew/,https://www.crunchbase.com/person/chris-trew-2
https://www.vanswap.org/#/home,VanSwap,"3,156,449.86",,,[ANONYMOUS - Team of 15 members],,https://bitcoinist.com/vanswap-the-largest-liquidity-platform-on-the-vision-chain/
https://www.benddao.xyz/en/apecoin-staking/explore/pairing-listings/,BendDAO APE Staking,"3,151,197.56",,,[PSEUDONYMOUS - Co-Founder "CodeInCoffee"],,https://decrypt.co/107958/ethereum-nft-lending-benddao-liquidity-crisis
https://klaystation.io,KLAYstation,"3,118,577.93",,,[ANONYMOUS - Developed by OZYS],,https://medium.com/klaytn/strengthening-our-long-standing-partnership-with-ozys-7b3295c87dfb
