coin_id,symbol,name,snapshot_date,price_usd,market_cap_usd,total_volume_usd,market_cap_rank
atomone,atone,AtomOne,2026-03-03,0.3302583217174375,41182902.91387083,22382.811235056735,
atomone,atone,AtomOne,2026-03-04,0.3446642016234002,43110155.406359866,101675.99737167732,
atomone,atone,AtomOne,2026-03-05,0.3165829033943504,39536587.94253399,59335.87695586663,
atomone,atone,AtomOne,2026-03-06,0.3281651693650887,41013581.81108544,13571.98915919457,
atomone,atone,AtomOne,2026-03-07,0.32130478690040293,40423026.639166005,4755.544358160713,
atomone,atone,AtomOne,2026-03-08,0.32182790075214707,40307273.46663887,8129.579936808369,
atomone,atone,AtomOne,2026-03-09,0.32537465304314406,40765383.28935635,10664.931453978605,
atomone,atone,AtomOne,2026-03-10,0.3334808950200304,41894874.83438813,14797.35880745738,
atomone,atone,AtomOne,2026-03-11,0.34379047135233887,43113811.53284072,23965.848232705168,
atomone,atone,AtomOne,2026-03-12,0.3359176984342359,42279026.22019026,14251.610704384926,
atomone,atone,AtomOne,2026-03-13,0.3392387305047143,42618520.37076421,12042.967925645471,
atomone,atone,AtomOne,2026-03-14,0.3597448957183211,45228440.008270636,13395.467228462025,
atomone,atone,AtomOne,2026-03-15,0.3939827014614087,49569827.172915556,36537.928933232535,
atomone,atone,AtomOne,2026-03-16,0.4213649872262567,53045089.7371538,23488.16236995058,
atomone,atone,AtomOne,2026-03-17,0.39286903891263886,49428076.857382596,17890.299483461975,
atomone,atone,AtomOne,2026-03-18,0.36262028631405196,45725634.70755926,49554.88948818952,
atomone,atone,AtomOne,2026-03-19,0.3733937042395826,47119462.14745584,26054.414058393184,
atomone,atone,AtomOne,2026-03-20,0.385789959297849,48720055.22748844,7796.22086109413,
atomone,atone,AtomOne,2026-03-21,0.39118870973050063,49438663.759807944,11021.944438296308,
atomone,atone,AtomOne,2026-03-22,0.38114814846156375,48129621.67646782,22624.14645599032,
atomone,atone,AtomOne,2026-03-23,0.37256505524067546,47202077.85624066,21399.226450972765,
atomone,atone,AtomOne,2026-03-24,0.36375828870871707,46076304.32602103,16866.261584059706,
atomone,atone,AtomOne,2026-03-25,0.37673680853333336,47701029.82818279,19530.26708977215,
atomone,atone,AtomOne,2026-03-26,0.36013050194656,45673338.59942904,48114.32223650065,
atomone,atone,AtomOne,2026-03-27,0.3525848898313857,44792938.63145147,8946.292376787587,
ai-rig-complex,arc,AI Rig Complex,2026-03-01,0.04030969425932059,40308084.19045292,124958945.41365877,
ai-rig-complex,arc,AI Rig Complex,2026-03-02,0.05180435980773675,51846646.82379107,108113583.77686942,
ai-rig-complex,arc,AI Rig Complex,2026-03-03,0.03858402363806956,38573140.42665136,80538482.37140498,
ai-rig-complex,arc,AI Rig Complex,2026-03-04,0.04044683850401005,40169088.19315867,21491679.017818097,
ai-rig-complex,arc,AI Rig Complex,2026-03-05,0.037438289732702,37437676.437725,8540179.143502623,
ai-rig-complex,arc,AI Rig Complex,2026-03-06,0.03855737035872934,38498858.16023487,8491106.20691926,
ai-rig-complex,arc,AI Rig Complex,2026-03-07,0.03630680627482858,36340925.9249932,7290819.063790654,
ai-rig-complex,arc,AI Rig Complex,2026-03-08,0.03507666689754867,35092960.17897092,8389234.761424309,
ai-rig-complex,arc,AI Rig Complex,2026-03-09,0.038689865250450726,38635713.30922621,13402488.88007223,
ai-rig-complex,arc,AI Rig Complex,2026-03-10,0.04359920653772012,43580980.59815669,17349801.34045095,
ai-rig-complex,arc,AI Rig Complex,2026-03-11,0.04286256770909762,42816065.64447307,9923651.582739938,
ai-rig-complex,arc,AI Rig Complex,2026-03-12,0.04428445804134103,44226838.72616855,8345491.746603667,
ai-rig-complex,arc,AI Rig Complex,2026-03-13,0.04250368927670135,42462130.10230138,7903877.099194314,
ai-rig-complex,arc,AI Rig Complex,2026-03-14,0.047764435522792865,47762748.33159953,8239858.2152744895,
ai-rig-complex,arc,AI Rig Complex,2026-03-15,0.0469091110955806,46906278.79254945,6829582.368320541,
ai-rig-complex,arc,AI Rig Complex,2026-03-16,0.043496667072721366,43475310.70610916,8118162.622693593,
ai-rig-complex,arc,AI Rig Complex,2026-03-17,0.037771336548655776,37772737.37299317,7874921.623493288,
ai-rig-complex,arc,AI Rig Complex,2026-03-18,0.04056091931735281,40545909.03780504,8627790.083819734,
ai-rig-complex,arc,AI Rig Complex,2026-03-19,0.04433131386316577,44414759.65264776,6002935.446184422,
ai-rig-complex,arc,AI Rig Complex,2026-03-20,0.04877198106140852,48764812.253790036,7342566.035726724,
ai-rig-complex,arc,AI Rig Complex,2026-03-21,0.049282786025128596,49310321.07552862,5290011.136832976,
ai-rig-complex,arc,AI Rig Complex,2026-03-22,0.04782289946515896,47815781.59960193,4846062.334909443,
ai-rig-complex,arc,AI Rig Complex,2026-03-23,0.04724203687725857,47217003.042121165,4529466.401421535,
ai-rig-complex,arc,AI Rig Complex,2026-03-24,0.04702838968495192,47027605.88039844,4183136.2803880973,
ai-rig-complex,arc,AI Rig Complex,2026-03-25,0.044554700746041474,44555877.38539312,6009855.441264497,
ai-rig-complex,arc,AI Rig Complex,2026-03-26,0.04278624276096821,42783282.97752094,3966236.771527468,
ai-rig-complex,arc,AI Rig Complex,2026-03-27,0.04567252758287986,45711598.06301991,6687260.189803065,
iotex,iotx,IoTeX,2026-03-01,0.0044028359193909565,41553539.19646161,4432760.973448437,
iotex,iotx,IoTeX,2026-03-02,0.0048161589852582076,45478853.39284977,8982588.90447744,
iotex,iotx,IoTeX,2026-03-03,0.005198224391525918,49109654.012891054,6426600.1994106425,
iotex,iotx,IoTeX,2026-03-04,0.005365446842676499,50712368.00892047,5557029.918314223,
iotex,iotx,IoTeX,2026-03-05,0.005560305517753503,52344063.40043995,8298679.696163737,
iotex,iotx,IoTeX,2026-03-06,0.005403908306096535,51040331.905797556,4241523.2313229935,
iotex,iotx,IoTeX,2026-03-07,0.005106584741423559,48199488.30489425,2534267.791450787,
iotex,iotx,IoTeX,2026-03-08,0.005206767525892413,49128421.68393351,2119566.995585693,
iotex,iotx,IoTeX,2026-03-09,0.005049487767215736,47717989.00637556,4162780.1711413236,
iotex,iotx,IoTeX,2026-03-10,0.005157531333590956,48694675.195188396,4424274.79616968,
iotex,iotx,IoTeX,2026-03-11,0.005285044565049792,49902345.98322944,2250121.833290544,
iotex,iotx,IoTeX,2026-03-12,0.0052881542891909175,49933211.606309146,3046918.1063967766,
iotex,iotx,IoTeX,2026-03-13,0.0054153726723423865,51097045.06795204,2585265.6468141405,
iotex,iotx,IoTeX,2026-03-14,0.00517483054753562,48843113.81091305,1617518.3430958297,
iotex,iotx,IoTeX,2026-03-15,0.005141397427463233,48542080.59245156,2837973.9186275653,
iotex,iotx,IoTeX,2026-03-16,0.005313456328072193,50159538.64691578,3380238.3698555892,
iotex,iotx,IoTeX,2026-03-17,0.005212206919979173,49192590.05745059,2275413.8741385653,
iotex,iotx,IoTeX,2026-03-18,0.005013056034581754,47328970.83873147,2797384.2407610826,
iotex,iotx,IoTeX,2026-03-19,0.004960134743608905,46821584.58496571,2451494.94716981,
iotex,iotx,IoTeX,2026-03-20,0.005102088141297218,48186274.19089596,2475318.237421517,
iotex,iotx,IoTeX,2026-03-21,0.005337831697923566,50406864.488877796,3225563.8463298683,
iotex,iotx,IoTeX,2026-03-22,0.005553694034430754,52369741.039693855,6225921.028829055,
iotex,iotx,IoTeX,2026-03-23,0.005356908454734198,50548773.972115174,4008663.797028754,
iotex,iotx,IoTeX,2026-03-24,0.005482247421306007,51783832.17575267,11201866.089069143,
iotex,iotx,IoTeX,2026-03-25,0.0052694460112848234,49774729.40006769,3008600.318291972,
iotex,iotx,IoTeX,2026-03-26,0.005005692595802602,47283942.49602712,2757617.071186987,
iotex,iotx,IoTeX,2026-03-27,0.0046831819317468834,44185039.0805659,3029817.1015267177,
venus,xvs,Venus,2026-03-01,2.9286782513797402,49120834.197059765,3013893.997850888,
venus,xvs,Venus,2026-03-02,3.006103071017729,50382505.989607364,3510455.0755376457,
venus,xvs,Venus,2026-03-03,2.979613724371169,49940384.00472106,4254915.480534684,
venus,xvs,Venus,2026-03-04,3.118961199132143,52281590.59732611,4781501.441850456,
venus,xvs,Venus,2026-03-05,3.0336277222045935,50864194.50805013,2605307.7918928475,
venus,xvs,Venus,2026-03-06,2.9695824402207527,49756563.45212542,2953923.5532997306,
venus,xvs,Venus,2026-03-07,2.9297640173686954,49217783.29004673,2770263.7535267225,
venus,xvs,Venus,2026-03-08,2.951900841528838,49471686.56526932,2717986.851212255,
venus,xvs,Venus,2026-03-09,2.919608271254891,48936055.63051506,3506089.89107053,
venus,xvs,Venus,2026-03-10,2.8453813465622653,47697572.77465152,3322551.9828324276,
venus,xvs,Venus,2026-03-11,2.9461848093720153,49335625.62263038,4094193.1304304767,
venus,xvs,Venus,2026-03-12,3.0072057348123593,50404020.829041116,3476910.761034965,
venus,xvs,Venus,2026-03-13,2.9683146041545077,49764033.09661041,3122965.1178640444,
venus,xvs,Venus,2026-03-14,2.9572216274693304,49563760.626098715,2640245.591725617,
venus,xvs,Venus,2026-03-15,3.129514160686199,52543758.32208445,11890965.703548403,
venus,xvs,Venus,2026-03-16,3.2296750663299134,54057086.45638593,7766757.357564292,
venus,xvs,Venus,2026-03-17,3.3308574312485892,55808662.1367625,3696853.7920205346,
venus,xvs,Venus,2026-03-18,3.1418766335487467,52656090.796117134,7177707.966450822,
venus,xvs,Venus,2026-03-19,3.0026796866941647,50329936.77292951,4107679.7025788464,
venus,xvs,Venus,2026-03-20,2.876285886758721,48213275.33207298,4637176.874792754,
venus,xvs,Venus,2026-03-21,2.804746314556085,47015538.21039459,3392971.4186389786,
venus,xvs,Venus,2026-03-22,2.7839621703804385,46651704.73061777,4502736.382060548,
venus,xvs,Venus,2026-03-23,2.8228862964180714,47309375.55455415,3693195.4186935523,
venus,xvs,Venus,2026-03-24,2.753858435038805,46160327.20412296,3622569.6164898,
venus,xvs,Venus,2026-03-25,2.7431922382669183,45985033.44520319,2732051.2890930767,
venus,xvs,Venus,2026-03-26,2.680181132840052,44930874.40613576,2865406.3293188596,
venus,xvs,Venus,2026-03-27,2.6038867778942003,43660452.24418367,3121475.666288398,
avantis,avnt,Avantis,2026-03-01,0.17025970623726527,54499052.25162024,9172869.835937189,
avantis,avnt,Avantis,2026-03-02,0.17613446483084874,56368677.91676788,12312833.958963318,
avantis,avnt,Avantis,2026-03-03,0.17037229602968232,54505191.46222605,11227154.215055985,
avantis,avnt,Avantis,2026-03-04,0.17473252744168613,55931262.250112206,10020332.693331791,
avantis,avnt,Avantis,2026-03-05,0.16914084760658982,54124533.87958592,12621430.421408372,
avantis,avnt,Avantis,2026-03-06,0.16240939563480938,51903602.70927513,13172658.635802718,
avantis,avnt,Avantis,2026-03-07,0.1538481427089978,49219565.865292385,9732803.84743673,
avantis,avnt,Avantis,2026-03-08,0.14949533255479344,47839250.58009853,10748311.763806459,
avantis,avnt,Avantis,2026-03-09,0.15025639693374754,48157158.76378175,21890847.583601117,
avantis,avnt,Avantis,2026-03-10,0.1506920075939153,48222523.03047111,13187786.099410525,
avantis,avnt,Avantis,2026-03-11,0.1705633116574314,54304267.63724145,47999738.93702829,
avantis,avnt,Avantis,2026-03-12,0.16538663798945416,52926210.246591926,86522981.74207483,
avantis,avnt,Avantis,2026-03-13,0.15911348559479277,50929116.70771482,18627911.29321333,
avantis,avnt,Avantis,2026-03-14,0.15944474521754606,51041891.24109495,10124274.220214931,
avantis,avnt,Avantis,2026-03-15,0.16059182446231474,51352436.70047087,10195021.061740784,
avantis,avnt,Avantis,2026-03-16,0.16625591326317687,53194830.12327738,14555114.221594507,
avantis,avnt,Avantis,2026-03-17,0.16226917601372035,51929501.560445406,15359142.894964973,
avantis,avnt,Avantis,2026-03-18,0.1528726410681199,48911986.97432316,11125172.255484281,
avantis,avnt,Avantis,2026-03-19,0.14968696102597895,47876921.57246068,7893176.807011075,
avantis,avnt,Avantis,2026-03-20,0.15208586063762317,48659539.8797859,5836052.269289564,
avantis,avnt,Avantis,2026-03-21,0.14881237123936855,47607900.51169078,5649149.514166158,
avantis,avnt,Avantis,2026-03-22,0.1385481368933729,44314547.124933064,10578383.905901376,
avantis,avnt,Avantis,2026-03-23,0.14044661720618165,44934345.186888,10452455.008511942,
avantis,avnt,Avantis,2026-03-24,0.13944712000278242,44604325.53888094,8107476.147436848,
avantis,avnt,Avantis,2026-03-25,0.14489923161801654,46386197.73571059,7420200.478107471,
avantis,avnt,Avantis,2026-03-26,0.14495214788602964,46263309.8090841,23592441.635618426,
avantis,avnt,Avantis,2026-03-27,0.1357903526808363,43461890.051376134,7858104.419357777,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-01,0.464662597544035,44869942.90490468,1668779.8899692835,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-02,0.4615830538179886,44611540.07281952,1923737.990476878,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-03,0.44155656007371885,42687496.1333764,1480984.6841061388,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-04,0.45629651635493024,44167112.77532529,2324226.364180718,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-05,0.47938054629051957,46367845.009596445,1590056.7620570546,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-06,0.47965989525564606,46441363.39185342,1842202.0816451875,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-07,0.485595482323718,47105201.06535767,1521074.3009233952,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-08,0.48011536478908334,46601536.58980916,2358271.193386586,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-09,0.46878022610885606,45521050.72496903,2223593.018567922,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-10,0.47922589516411246,46590488.99156584,1941988.9202558827,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-11,0.4685894698293494,45588398.15094268,1674285.0811365433,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-12,0.46291757844844844,45066596.62496678,1677070.8972258382,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-13,0.4553308084447356,44378795.62028561,2358463.5391560667,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-14,0.45449271230578964,44300607.48729017,1070450.8941672468,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-15,0.4519519246383044,44113367.73959388,1427265.1883800183,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-16,0.4609753163866751,45009020.0171773,2414976.2509821886,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-17,0.4672616288037139,45667280.8433807,1746655.7267729393,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-18,0.4565708892254235,44636122.508907974,4254904.750159132,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-19,0.4483443595121726,43879450.00674923,1818275.099551084,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-20,0.4473210429477834,43811185.95161991,1570330.4020329812,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-21,0.46692346597459733,45763338.21905286,1291822.3482345077,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-22,0.44690816047156007,43780678.3884376,1929783.9783321337,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-23,0.45488945519479596,44645853.800004326,2481167.2037903243,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-24,0.4459819562040284,43824985.61555532,4791754.92642622,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-25,0.44723892573700813,43952197.82010967,1393022.8843409761,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-26,0.44222512814204173,43501761.94360728,1903801.84341286,
fractal-bitcoin,fb,Fractal Bitcoin,2026-03-27,0.44260162493704214,43562456.33587846,2996314.9381983327,
gemini-dollar,gusd,Gemini Dollar,2026-03-01,0.9993332031048984,45491615.487065785,295215.61334964714,
gemini-dollar,gusd,Gemini Dollar,2026-03-02,0.9994469432176565,45477419.45081275,1450415.9177393958,
gemini-dollar,gusd,Gemini Dollar,2026-03-03,0.999535516652154,45561530.374397896,338015.85439633194,
gemini-dollar,gusd,Gemini Dollar,2026-03-04,0.9981712661570833,45829226.19604956,1229879.1192259777,
gemini-dollar,gusd,Gemini Dollar,2026-03-05,0.9992849924163536,46015738.32742382,375329.13013140083,
gemini-dollar,gusd,Gemini Dollar,2026-03-06,0.999698548842586,45986037.02737576,842639.3598155347,
gemini-dollar,gusd,Gemini Dollar,2026-03-07,0.9994137683842909,45977506.87761759,347375.88522312866,
gemini-dollar,gusd,Gemini Dollar,2026-03-08,0.999545969928232,45980023.10373764,351990.96634032775,
gemini-dollar,gusd,Gemini Dollar,2026-03-09,0.9995143159288872,45665050.34027112,298380.3762259456,
gemini-dollar,gusd,Gemini Dollar,2026-03-10,0.9994725226591709,45631378.09919608,423630.87540901854,
gemini-dollar,gusd,Gemini Dollar,2026-03-11,1.0002317407342287,44250716.108685546,549308.2380469621,
gemini-dollar,gusd,Gemini Dollar,2026-03-12,1.0000966606734845,43779194.2399092,522661.412862215,
gemini-dollar,gusd,Gemini Dollar,2026-03-13,0.9995150841083424,43478517.54724819,312987.8297995324,
gemini-dollar,gusd,Gemini Dollar,2026-03-14,0.9996599155073914,43484814.94173429,279498.5819310035,
gemini-dollar,gusd,Gemini Dollar,2026-03-15,0.999826319342889,43613250.58343522,288487.42394872446,
gemini-dollar,gusd,Gemini Dollar,2026-03-16,0.9996384989799114,43354223.02837286,431787.3361697524,
gemini-dollar,gusd,Gemini Dollar,2026-03-17,0.9998617591739372,43270193.90226085,282081.10133507446,
gemini-dollar,gusd,Gemini Dollar,2026-03-18,1.0000120120713276,43308326.86611973,404470.9834705022,
gemini-dollar,gusd,Gemini Dollar,2026-03-19,0.9982992490899956,43157721.23290921,428297.8794404113,
gemini-dollar,gusd,Gemini Dollar,2026-03-20,0.9995589366124573,43376369.90722688,329871.2503955865,
gemini-dollar,gusd,Gemini Dollar,2026-03-21,0.9992910820388907,43418394.770740956,291041.7184482202,
gemini-dollar,gusd,Gemini Dollar,2026-03-22,1.0000768997055116,43452157.151577406,418655.49138257204,
gemini-dollar,gusd,Gemini Dollar,2026-03-23,0.9998376103923491,43337288.71112636,431418.4630742131,
gemini-dollar,gusd,Gemini Dollar,2026-03-24,1.000054500976413,43363920.97979888,719587.1709536279,
gemini-dollar,gusd,Gemini Dollar,2026-03-25,1.0042890442335486,43782320.02284182,591188.41062567,
gemini-dollar,gusd,Gemini Dollar,2026-03-26,0.9993560342990426,43489224.77006353,395044.167673923,
gemini-dollar,gusd,Gemini Dollar,2026-03-27,0.999343570037435,43433226.47108996,577184.1550347527,
meet48,idol,MEET48,2026-03-01,0.019603010893829646,17687513.119982403,7953781.229012406,
meet48,idol,MEET48,2026-03-02,0.018651186062176014,16820786.04253598,7586551.428772758,
meet48,idol,MEET48,2026-03-03,0.018086236746489633,16332642.583175313,7352419.867447355,
meet48,idol,MEET48,2026-03-04,0.017063945654286917,15395175.32282969,7363165.776530316,
meet48,idol,MEET48,2026-03-05,0.018307908405493182,16530447.102476282,7576671.103335633,
meet48,idol,MEET48,2026-03-06,0.01745870087710385,15751448.592797138,7107493.282549524,
meet48,idol,MEET48,2026-03-07,0.01808010925229932,16253620.080553329,7819562.051519967,
meet48,idol,MEET48,2026-03-08,0.01847940231412765,16695596.35679057,7506199.452178979,
meet48,idol,MEET48,2026-03-09,0.018722243631071705,16892278.53389369,7238508.525274446,
meet48,idol,MEET48,2026-03-10,0.019999442036963376,18034962.087104768,8075045.25970712,
meet48,idol,MEET48,2026-03-11,0.022780204821691623,20464643.24747694,10158370.617881091,
meet48,idol,MEET48,2026-03-12,0.02316099176266544,20894675.34657939,10247960.874471553,
meet48,idol,MEET48,2026-03-13,0.02367528044699866,21407357.982090674,12095549.450457301,
meet48,idol,MEET48,2026-03-14,0.023910080680946636,42591349.63670733,7955654.911340025,
meet48,idol,MEET48,2026-03-15,0.024914399347967617,44403175.86088843,4331275.425252473,
meet48,idol,MEET48,2026-03-16,0.025730042532708313,45844234.71803486,4873360.172081789,
meet48,idol,MEET48,2026-03-17,0.03028597024603937,53467710.46949706,7901229.298569734,
meet48,idol,MEET48,2026-03-18,0.027138973912983762,48310703.64418666,8977994.270010019,
meet48,idol,MEET48,2026-03-19,0.026023245556800616,46332855.50055389,4939427.498974669,
meet48,idol,MEET48,2026-03-20,0.026380314769126105,47026684.25997845,4577825.137560264,
meet48,idol,MEET48,2026-03-21,0.02429936851347489,43309786.90789622,4339491.4979760405,
meet48,idol,MEET48,2026-03-22,0.024574480305068366,43789932.53951279,4015695.97411037,
meet48,idol,MEET48,2026-03-23,0.02373186058249928,42295620.46563096,2593470.0137898023,
meet48,idol,MEET48,2026-03-24,0.023980357552053546,42717301.69681551,4025012.1683185617,
meet48,idol,MEET48,2026-03-25,0.02532486107592759,45141833.99936903,3688541.228764857,
meet48,idol,MEET48,2026-03-26,0.02411243651003359,42989761.27794463,3996054.71310141,
meet48,idol,MEET48,2026-03-27,0.024258545047201045,43278947.73218749,3400452.906753799,
main-street-yield,msy,Main Street Yield,2026-03-01,1.0264380105295292,21686486.39230649,82420.78437092534,
main-street-yield,msy,Main Street Yield,2026-03-02,1.0278549548937561,21716423.316872984,93363.42659737173,
main-street-yield,msy,Main Street Yield,2026-03-03,1.029019479840359,23896524.26967974,9513.798325403119,
main-street-yield,msy,Main Street Yield,2026-03-04,1.0287386643073788,23923202.481292374,6119.198449553772,
main-street-yield,msy,Main Street Yield,2026-03-05,1.0290142759524472,24018141.198643487,55435.91751112353,
main-street-yield,msy,Main Street Yield,2026-03-06,1.0293088505115329,24558661.633192718,29441.26342215517,
main-street-yield,msy,Main Street Yield,2026-03-07,1.029808943863013,24573401.77892934,178305.99490890987,
main-street-yield,msy,Main Street Yield,2026-03-08,1.0300728477812118,25956823.476874277,42576.58920284341,
main-street-yield,msy,Main Street Yield,2026-03-09,1.0302197627759502,25960525.5903634,24651.499207338555,
main-street-yield,msy,Main Street Yield,2026-03-10,1.0305196434849595,27822408.73368786,159818.638082219,
main-street-yield,msy,Main Street Yield,2026-03-11,1.0307099239098165,28262077.318449445,63855.196041394884,
main-street-yield,msy,Main Street Yield,2026-03-12,1.031369848603978,29089805.36053355,51284.07862854657,
main-street-yield,msy,Main Street Yield,2026-03-13,1.0317370568203994,31131011.84674481,29496.717905510046,
main-street-yield,msy,Main Street Yield,2026-03-14,1.032358222243866,31262730.180202786,74818.86578776996,
main-street-yield,msy,Main Street Yield,2026-03-15,1.0323245085918153,33227620.858896546,130186.24285696393,
main-street-yield,msy,Main Street Yield,2026-03-16,1.032894850156075,33318878.465815086,6515.736242483515,
main-street-yield,msy,Main Street Yield,2026-03-17,1.0327757219151044,35681529.438406885,121491.30058559794,
main-street-yield,msy,Main Street Yield,2026-03-18,1.032941019382867,37413271.66593692,30785.34672702307,
main-street-yield,msy,Main Street Yield,2026-03-19,1.0332326957684723,38412982.8249027,30673.296365637936,
main-street-yield,msy,Main Street Yield,2026-03-20,1.0334328864584577,38787249.059901476,199.9804206809901,
main-street-yield,msy,Main Street Yield,2026-03-21,1.033319677380123,38826956.63802507,2434.7103906497046,
main-street-yield,msy,Main Street Yield,2026-03-22,1.0333209482694663,38827004.39165494,623.0433289214047,
main-street-yield,msy,Main Street Yield,2026-03-23,1.033218057281828,38823543.40007709,1117.8322245664767,
main-street-yield,msy,Main Street Yield,2026-03-24,1.0321265236752877,39676033.391986825,65246.81160871879,
main-street-yield,msy,Main Street Yield,2026-03-25,1.0330382681616748,41702424.69737515,15641.33998724252,
main-street-yield,msy,Main Street Yield,2026-03-26,1.0330055818112707,42518307.75398291,37296.6163218711,
main-street-yield,msy,Main Street Yield,2026-03-27,1.0331432567172092,43154087.73834989,33943.70791228002,
anvil,anvl,Anvil,2026-03-01,0.0005669449716629207,45502124.051566206,19711.345569810288,
anvil,anvl,Anvil,2026-03-02,0.000620982498320992,49839085.5402576,31676.598286039178,
anvil,anvl,Anvil,2026-03-03,0.0006093409253308318,48904753.71300317,22830.708981408316,
anvil,anvl,Anvil,2026-03-04,0.0007482748984763876,60057804.56347022,35420.03824112743,
anvil,anvl,Anvil,2026-03-05,0.0007178002998040527,57609531.08901394,19948.912835760268,
anvil,anvl,Anvil,2026-03-06,0.0007631078725211361,61245846.11942714,25500.318135581023,
anvil,anvl,Anvil,2026-03-07,0.0007372070661605124,59168269.277411595,25887.143280841556,
anvil,anvl,Anvil,2026-03-08,0.0006746108666712879,54143214.63378522,35569.52642371933,
anvil,anvl,Anvil,2026-03-09,0.0007194249741334822,57738739.6088391,13125.068407746674,
anvil,anvl,Anvil,2026-03-10,0.0006890423770193943,55301478.695035994,17093.2239801644,
anvil,anvl,Anvil,2026-03-11,0.0006771613444494879,54347912.08489185,22371.25342818956,
anvil,anvl,Anvil,2026-03-12,0.0006819745382322364,54734211.413579755,25118.497049706566,
anvil,anvl,Anvil,2026-03-13,0.0006664621477114946,53487177.64050821,34563.53750089944,
anvil,anvl,Anvil,2026-03-14,0.0006569572385163166,52726795.98602347,21579.584091231172,
anvil,anvl,Anvil,2026-03-15,0.0006676872197269381,53583725.46425452,95668.41832932922,
anvil,anvl,Anvil,2026-03-16,0.0007039842959299163,56500680.194231264,20699.264215962776,
anvil,anvl,Anvil,2026-03-17,0.0006758436463190192,54241531.31283518,22965.614932292112,
anvil,anvl,Anvil,2026-03-18,0.0005884170600121107,47229400.09127356,240242.3725594177,
anvil,anvl,Anvil,2026-03-19,0.0005863721459129844,47061312.706232406,25277.68594743274,
anvil,anvl,Anvil,2026-03-20,0.0006019912262834046,48314875.704781115,50902.5548387241,
anvil,anvl,Anvil,2026-03-21,0.000614967767574072,49356352.69113485,19088.464148075185,
anvil,anvl,Anvil,2026-03-22,0.0006390467985155113,51927944.862395965,53088.17721942724,
anvil,anvl,Anvil,2026-03-23,0.0005949460253518496,48344380.26998871,26390.118715083696,
anvil,anvl,Anvil,2026-03-24,0.000596812686848694,48496066.90441018,17460.73212029707,
anvil,anvl,Anvil,2026-03-25,0.000570095415933102,46323161.905608,37408.07298757881,
anvil,anvl,Anvil,2026-03-26,0.000534160583050311,43405576.37310493,53265.206143479176,
anvil,anvl,Anvil,2026-03-27,0.0005317050652634681,43205523.25149915,62307.96067841174,
zignaly,zig,ZIGChain,2026-03-01,0.03603775664195176,50777718.1580186,1249341.9103261163,
zignaly,zig,ZIGChain,2026-03-02,0.03691698938785941,51985305.440874204,2456396.274771351,
zignaly,zig,ZIGChain,2026-03-03,0.036805802359177034,51862678.63104754,1412168.4096703934,
zignaly,zig,ZIGChain,2026-03-04,0.038240580586805725,53861727.93960767,1258165.4799981436,
zignaly,zig,ZIGChain,2026-03-05,0.038050605321534724,53621205.56891283,808591.2173639843,
zignaly,zig,ZIGChain,2026-03-06,0.03917061192209277,55192748.93399459,1160950.805484864,
zignaly,zig,ZIGChain,2026-03-07,0.03756194328181324,52919512.27378765,470425.53770922875,
zignaly,zig,ZIGChain,2026-03-08,0.03738864583072678,52660545.245785564,682098.651521004,
zignaly,zig,ZIGChain,2026-03-09,0.03762246896249637,53047352.97473268,521067.735926669,
zignaly,zig,ZIGChain,2026-03-10,0.037705715132874774,53131379.86675965,479355.5823410585,
zignaly,zig,ZIGChain,2026-03-11,0.038179657900443045,53792438.804442234,467563.628303085,
zignaly,zig,ZIGChain,2026-03-12,0.03715345511281437,52360255.52683701,531787.4191221514,
zignaly,zig,ZIGChain,2026-03-13,0.03824934646639588,53898142.78013276,1029352.0837065841,
zignaly,zig,ZIGChain,2026-03-14,0.03802923630787064,53572600.77969098,591023.6599952675,
zignaly,zig,ZIGChain,2026-03-15,0.03836557848039246,54050580.610862635,758470.9085455287,
zignaly,zig,ZIGChain,2026-03-16,0.03879253124486227,54763798.61340794,1108349.2071006994,
